Function	Count	Inclusive Time (ms)	Inclusive Time %	Exclusive Time (ms)	Exclusive Time %	Avg Time (ms)	Max Time (ms)	Min Time (ms)	URL	Line Number
onPendingChangesNotify	155	7	0.17	0	0	0.05	1	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/objectworkspacepluginengine.js?t=20111007011432	81
each	186	8	0.19	0	0	0.04	1	0	http://pl-l01899/SaaS/lib/prototype-lite.js?t=20111007011428	572
JScript - window script block	942	3	0.07	0	0	0	1	0	http://pl-l01899/SaaS/lib/prototype-lite.js?t=20111007011428	615
JScript - window script block	930	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/objectworkspacepluginengine.js?t=20111007011432	82
onPendingChangesNotify	155	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/sdaservicerequestplugin.js?t=20120306070110	304
remove	1	7	0.17	0	0	7	7	7	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"1,473"
join	119	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	534
onRemove	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-grid-foundation-debug.js?t=20111007011424	"4,078"
processRows	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-grid-foundation-debug.js?t=20111007011424	"1,771"
applyEmptyText	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/grid/virtualgroupingview.js?t=20120312043903	996
setEmpty	2	78.01	1.88	0	0	39	68.01	10	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,077"
showNoDataFound	1	19	0.46	0	0	19	19	19	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,385"
initComponent	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/nodatafoundpanel.js?t=20111007011429	8
eval code	1	0	0	0	0	0	0	0		0
compile	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"13,083"
lookupComponent	101	38	0.92	0	0	0.38	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,546"
onAdded	50	4	0.1	0	0	0.08	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,386"
JScript - window script block	85	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,391"
renderItem	22	633.06	15.24	0	0	28.78	622.06	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,897"
compiled	1	0	0	0	0	0	0	0		0
doLayout	9	311.03	7.49	0	0	34.56	271.03	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,221"
getTopToolbar	15	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"9,086"
isNewRecord	201	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/data/datamodel.js?t=20111007011428	3
linkFieldSelectorAlwaysReadOnly	27	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	669
addClass	91	17	0.41	0	0	0.19	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,363"
updateFieldReadOnlyState	88	98.01	2.36	0	0	1.11	39	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	263
updateFieldReadOnlyState	88	34	0.82	0	0	0.39	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	"1,332"
applyAllActions	4	66.01	1.59	0	0	16.5	39	6	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,242"
getActions	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,198"
applyVisible	88	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,840"
applyDisabled	88	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,832"
applyLabel	92	9	0.22	0	0	0.1	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,876"
evalExpression	170	19	0.46	0	0	0.11	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,043"
evalExpression	185	19	0.46	0	0	0.1	1	0	http://pl-l01899/SaaS/scripts/ext.frs/expressions.js?t=20111007011428	2
getValue	398	1	0.02	0	0	0	1	0	http://pl-l01899/SaaS/scripts/ext.frs/data/datamodel.js?t=20111007011428	7
resolveRelationshipChain	868	3	0.07	0	0	0	1	0	http://pl-l01899/SaaS/scripts/ext.frs/data/datamodel.js?t=20111007011428	47
isRelationFieldRef	885	3	0.07	0	0	0	1	0	http://pl-l01899/SaaS/scripts/ext.frs/data/datamodel.js?t=20111007011428	65
Object.toLocaleString	5	0	0	0	0	0	0	0		0
applyValue	88	24	0.58	0	0	0.27	2	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,856"
setValue	55	26	0.63	0	0	0.47	4	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectconstanttextfield.js?t=20120103053413	56
setValueText	55	26	0.63	0	0	0.47	4	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectconstanttextfield.js?t=20120103053413	63
isFrsDate	53	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/frs.31x.js?t=20120223125400	287
setValue	4	4	0.1	0	0	1	2	0	http://pl-l01899/SaaS/scripts/ext.frs/form/linkfieldselector.js?t=20120227063557	175
setValue	32	9	0.22	0	0	0.28	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfieldbase.js?t=20111018044352	355
validate	32	8	0.19	0	0	0.25	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfieldbase.js?t=20111018044352	295
getRawValue	56	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfieldbase.js?t=20111018044352	319
getValue	72	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,078"
processValue	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttextfield.js?t=20111007011429	188
validateValue	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttextfield.js?t=20111007011429	310
removeInvalidMessage	10	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfield.js?t=20120301115100	192
clearInvalid	31	4	0.1	0	0	0.13	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfield.js?t=20120301115100	132
applyEmptyText	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttextfield.js?t=20111007011429	252
disable	56	5	0.12	0	0	0.09	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,553"
autoSize	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttextfield.js?t=20111007011429	397
setValue	24	279.03	6.72	0	0	11.63	67.01	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	922
each	40	2	0.05	0	0	0.05	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,200"
JScript - window script block	183	1	0.02	0	0	0.01	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	968
validateValue	32	6	0.14	0	0	0.19	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	161
isFiltered	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,393"
applyValueExpression	88	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,848"
applyStyleExpression	88	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,887"
applyPictureExpression	88	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,895"
executeFieldActions	4	7	0.17	0	0	1.75	4	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,222"
applyRequiredExpression	90	9	0.22	0	0	0.1	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,906"
eachControlWithDataIndex	246	293.03	7.05	0	0	1.19	68.01	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	248
JScript - window script block	17	5	0.12	0	0	0.29	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,910"
applyReadOnlyExpression	89	3	0.07	0	0	0.03	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,920"
applyCalculatedExpression	84	4	0.1	0	0	0.05	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,943"
applyNamedValidation	64	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,987"
getTableMeta	388	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/data/clientmetadata.js?t=20111007011428	11
applyLinkValidation	62	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,999"
executeExternalActions	4	7	0.17	0	0	1.75	4	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,232"
JScript - window script block	63	2	0.05	0	0	0.03	1	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewtoolbar.js?t=20120227063557	456
setItemDisabledState	63	2	0.05	0	0	0.03	1	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewtoolbar.js?t=20120227063557	592
onPendingChangesNotify	155	3	0.07	0	0	0.02	2	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	880
resetChanges	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/data/pendingchanges.js?t=20120312043903	625
changeEnableSave	150	2	0.05	0	0	0.01	1	0	http://pl-l01899/SaaS/scripts/ext.frs/data/pendingchanges.js?t=20120312043903	778
watchEnableSave	2	2	0.05	0	0	1	1	1	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	562
updateSaveButtonState	4	3	0.07	0	0	0.75	1	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	566
updateSaveButtonState	3	3	0.07	0	0	1	1	1	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	161
onDisable	7	5	0.12	0	0	0.71	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-buttons-debug.js?t=20111007011423	557
setGridVisible	1	118.01	2.84	0	0	118.01	118.01	118.01	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	663
setGridVisibleCallback	1	19	0.46	0	0	19	19	19	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	699
layoutSetActiveItem	2	752.08	18.1	0	0	376.04	733.07	19	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	227
getComponent	23	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,538"
onBeforeViewChange	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	870
onBeforeObjectLayoutViewChange	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace.js?t=20120312043903	316
showSearch	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace.js?t=20120312043903	296
setActiveItem	4	773.08	18.61	0	0	193.27	725.07	13	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"5,187"
renderAll	9	623.06	15	0	0	69.23	622.06	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"5,209"
getStyleSize	17	60.01	1.44	0	0	3.53	29	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,086"
setItemSize	14	30	0.72	0	0	2.14	19	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"5,085"
onAfterLayout	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	220
onViewChange	2	14	0.34	0	0	7	8	6	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	877
updateObjectViewNavigationState	2	3	0.07	0	0	1.5	2	1	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	896
updateNavigationState	4	4	0.1	0	0	1	2	0	http://pl-l01899/SaaS/scripts/ext.frs/search/searchcontrollerpanel.js?t=20120306070110	280
JScript - window script block	88	4	0.1	0	0	0.05	1	0	http://pl-l01899/SaaS/scripts/ext.frs/search/searchcontrollerpanel.js?t=20120306070110	281
onObjectLayoutViewChange	2	8	0.19	0	0	4	4	4	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace.js?t=20120312043903	330
toGridState	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace.js?t=20120312043903	345
JScript - window script block	4	7	0.17	0	0	1.75	4	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace.js?t=20120312043903	339
onViewChanged	4	7	0.17	0	0	1.75	4	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewtoolbar.js?t=20120227063557	625
updateMainGridPagingInfo	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	910
Number.toString	2	0	0	0	0	0	0	0		0
setText	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-toolbars-debug.js?t=20111007011424	815
getSelectionModel	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/grid/gridcomponent.js?t=20111007011429	451
getSelected	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-grid-foundation-debug.js?t=20111007011424	"4,186"
itemAt	49	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,866"
indexOfId	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"1,563"
getView	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/grid/gridcomponent.js?t=20111007011429	463
scrollIntoView	1	98.01	2.36	0	0	98.01	98.01	98.01	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,962"
getOffsetsTo	13	108.01	2.6	0	0	8.31	98.01	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,459"
_clearTimer	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,588"
completed	7	"2,587.26"	62.28	0	0	369.61	"1,048.11"	3	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,768"
OnRequestCompleted	7	1	0.02	0	0	0.14	1	0	http://pl-l01899/SaaS/scripts/ext.frs/loader.js?t=20120301074918	249
get_statusCode	14	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,653"
get_responseAvailable	14	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,612"
l	7	"2,584.26"	62.21	0	0	369.18	"1,048.11"	3	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,940"
getResponseHeader	14	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,639"
get_object	7	66.01	1.59	0	0	9.43	34	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"1,527"
deserialize	7	64.01	1.54	0	0	9.14	33	0	http://pl-l01899/SaaS/lib/microsoftajax.js?t=20111007011421	"2,115"
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
JScript - window script block	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactioncommon.js?t=20111007011429	14
onDefinitionReceived	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	14
executeDef	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	19
JScript - window script block	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	20
getItemByType	113	16	0.39	0	0	0.14	1	0	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionconfig.js?t=20120116110710	142
getStore	113	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionconfig.js?t=20120116110710	5
query	113	16	0.39	0	0	0.14	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,286"
createFilterFn	113	2	0.05	0	0	0.02	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,218"
createValueMatcher	113	1	0.02	0	0	0.01	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"12,085"
escapeRe	113	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	548
queryBy	113	14	0.34	0	0	0.12	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,303"
init	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	2
JScript - window script block	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	23
executeTemplateItem	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	190
onContinue	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	194
createNewRecordFromTemplate	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	"1,106"
panelCreateNewRecord	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	"1,118"
setFormVisible	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	709
FindFormViewData	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/Services/Workspace.asmx/jsdebug?RV=1_9_0_000	30
_get_path	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/Services/Workspace.asmx/jsdebug?RV=1_9_0_000	10
eval code	1	0	0	0	0	0	0	0		0
succeededCallback	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/quickactions/quickactionexecutor.js?t=20120303044722	59
onFormViewDataReceived	1	"1,014.10"	24.41	0	0	"1,014.10"	"1,014.10"	"1,014.10"	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	836
formViewDataLoad	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/objectworkspacepluginengine.js?t=20111007011432	125
JScript - window script block	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/objectworkspacepluginengine.js?t=20111007011432	126
formViewDataLoad	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/objectworkspaceplugin.js?t=20111007011432	91
formViewDataLoad	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/baselinecomparisonplugin.js?t=20111007011432	7
formViewDataLoad	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/costmanagementplugin.js?t=20111007011432	122
disable	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace/plugins/objectworkspaceplugin.js?t=20111007011432	22
JScript - window script block	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"12,271"
doDecode	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"12,149"
eval code	1	0	0	0	0	0	0	0		0
createFormView	1	138.01	3.32	0	0	138.01	138.01	138.01	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	148
createObjectLayoutFormView	1	7	0.17	0	0	7	7	7	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	181
ObjectLayoutFormView	1	7	0.17	0	0	7	7	7	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	3
initComponent	1	6	0.14	0	0	6	6	6	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	39
initComponent	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/adminui/scripts/layout.js?t=20111215091127	538
initComponent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/adminui/scripts/layout.js?t=20111215091127	178
create	89	36	0.87	0	0	0.41	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	109
getItemContainer	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/adminui/scripts/layout.js?t=20111215091127	568
initComponent	4	1	0.02	0	0	0.25	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	16
FormService	26	0	0	0	0	0	0	0	http://pl-l01899/SaaS/Services/FormService.asmx/jsdebug?RV=1_9_0_000	2
addMainForm	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/adminui/scripts/layout.js?t=20111215091127	790
insert	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"4,415"
insert	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,759"
containsKey	19	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,893"
createObjectMatchingPanel	1	4	0.1	0	0	4	4	4	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	115
initComponent	1	3	0.07	0	0	3	3	3	http://pl-l01899/SaaS/scripts/ext.frs/objectmatching/objectmatchingsearchpanel.js?t=20111007011429	24
initComponent	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-forms-debug.js?t=20111007011424	"3,661"
initComponent	4	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-forms-debug.js?t=20111007011424	138
initComponent	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/objectmatching/objectmatching.group.js?t=20111007011429	9
eval code	1	0	0	0	0	0	0	0		0
initComponent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-forms-debug.js?t=20111007011424	851
Save	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/Services/Save.asmx/jsdebug?RV=1_9_0_000	2
_get_path	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/Services/Save.asmx/jsdebug?RV=1_9_0_000	10
addEastPanel	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	92
JScript - window script block	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	85
relayEvents	36	2	0.05	0	0	0.06	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,452"
createHandler	36	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"2,454"
attachFormToolbarHandlers	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutpanel.js?t=20120312043903	466
applyUserOptions	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	153
initObjectMatching	1	3	0.07	0	0	3	3	3	http://pl-l01899/SaaS/scripts/ext.frs/objectmatching/objectmatchingsearchpanel.js?t=20111007011429	97
configureResultsPanels	1	3	0.07	0	0	3	3	3	http://pl-l01899/SaaS/scripts/ext.frs/objectmatching/objectmatchingsearchpanel.js?t=20111007011429	163
initComponent	3	2	0.05	0	0	0.67	1	0	http://pl-l01899/SaaS/scripts/ext.frs/objectmatching/searchresultgroup.js?t=20111007011429	26
Search	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/Services/Search.asmx/jsdebug?RV=1_9_0_000	2
_get_path	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/Services/Search.asmx/jsdebug?RV=1_9_0_000	10
showEastPanel	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	134
JScript - window script block	17	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	218
